texto,rotulo
"Restaurante organizado, comida boa e ótimo atendimento (nem parece self service). O unico contra é a fila, mas, nessa região, não tem como fugir!!",1
"Melhor por quilo da região da Berrini. Vale a pena conferir, só não vá com muita fome, pois a variedade pode sair bem caro. E vá as 12 em ponto ou as 13hs.",1
"Gosto muito do buffet por que sempre tem variedade. Sempre mesmo! Hoje só o suco de tangerina que costuma ser ótimo, estava mais ou menos, um pouco aguado.",1
"Buffet variado, comida com sabor e bom atendimento. Não é super barato, mas tem mais qualidade do que outros buffets da região.",1
"Melhor quilo da Berrini. Café Nespresso, sobremesas deliciosas, opções vegetarianas, wifi... Está sempre cheio, chegue cedo!",1
"Comida ótima, equipe de atendimento excelente e wi fi. O valor é um pouco acima da média mas vale a pena.",0
"Bebida cara, atendimento bom, porém os assentos fora do estabelecimento n é bom, cadeira desconfortável, decline no chão , todo tempo você fica com a sensação que vai cair.De resto de boa.",-1
Cafe da manhã muito ruim precisa melhorar o atendimento,-1
"A picanha é macia e bem assada, porção de polenta muito saborosa e crocante. O lugar é bastante simples e tem estacionamento na frente. Poderia ser mais barato, mas da pra vir de vez em quando.",1
Picanha fatiada excelente! Porção de polenta crocante muito boa. Ambiente muito simples. O preço é um pouco alto se vc analisar o contexto mas da pra vir sempre! Atendimento ágil.,1
"Lugar bem simples e agradável. As porções são generosas, a carne é saborosa. Só o atendimento é um pouco ""avoado"", mas todos simpáticos. Clima de boteco, ótimo para um sábado a tarde.",1
"Tem literalmente q dar sorte! Já fui e comi super bem, um picanha ao ponto, molinha  um galeto dessosado mto saboroso. Mas já pedimos uma costela q veio mto esturricada, fora o serviço slow motion. Ha",-1
"A Picanha e servida no ponto, mas cara para um pedaço somente (R$15,00). O espeto de medalhão (R$4,90) nao gostei. Lingüiça era saborosa vale experimentar  (R$4,90)",0
"Tudo muito bom, mas infelizmente, mesmo sendo pé na rua, seu cachorrinho não é bem vindo.....poderiam ser um pouco mais flexíveis com as mesas da calçada....",0
"Se você for no domingo vá antes das 14horas, porque ficam o tempo todo apressando, perguntando se vai querer algo...não volto mais",-1
"O dia que eu vi os espetos da máquina de frango sendo lavados no chão, nunca mais consegui comer nada! Sem contar o banheiro imundo!",-1
"Ah! O ATENDIMENTO é sofrível! Garçons esnobes como SE eles estivessem fazendo o favor em te servir. Pedi 1 couvert (péssimo) e cobraram 2. Pedi suco, veio coca! Não quis pagar os 10% e cobraram...",-1
"O preço é alto por média qualidade! Pedi uma picanha no sal grosso, são 2 bifes por R$84 + R$20 por um arroz razoável! E ATENÇÃO, se vc dividir seu prato perde o direito de comer o buffet de saladas!",-1
A senha wifi do salão 1 é bisteca7890,0
"Bom lugar para almoçar/jantar. No Buffet ou A Lá Carte, boas opções, porém, qdo. pedidos ""carnes"", p/ servirem na mesa, sempre é preciso retornar ao fogo!",0
"ignore o clima de casamento na cidade do interior, aproveite a carne.",0
"Excelente ambiente para almoçar com amigos e família, mas prepara o bolso. Rsrsrs",0
Carnes e atendimento perfeito! Lógico que se paga a altura por isso também!,0
"Horrível! Atendimento péssimo, acomodação ruim! Caipirinha que pedi nem açúcar tinha,ficamos em um lugar do bar sem iluminação! A associação de moradores tinha que pedir o fechamento lugar decadente!",-1
"Pilhas de louça pela loja inteira, talheres mal lavados e falta de limpeza são os pontos ""fortes"" do estabelecimento! Nunca mais volto num local tão porco quanto esse!",-1
Delicia de loja. Difícil resistir. Só não gostei que tiraram o mousse,1
Nunca fui em uma loja tao suja e bagunçada como essa.,-1
"A pior kopenhagen, onde já se viu cafeteria sem mesa?",-1
"Atendimento sensacional,  variedade excelente no rodízio, mas, prepare o bolso,porém o ambiente é o serviço oferecido vale cada centavo.",1
"Ambiente e a comida já foram melhores. Da última vez, não vi qualidade compatível c/ o preço, nas carnes, no atendimento, ou mesa de saladas. Acompanhamentos ""requentados"" e carnes ""de mercado. Calor.",-1
Faz tempo que essa churrascaria ainda vive com o nome. Já foi ultrapassada por outras de menos fama e mais qualidade. Mas se é pra impressionar turistas esse é o lugar .,0
"Em São Paulo já fui em melhores, o atendimento deixou muito a desejar.. No geral é uma ótima Churrascaria.",1
"Carnes boas, mas não tem salmão ao molho de maracujá r o atendimento da última vez estava lento, apesar de ter pouca gente no restaurante.#fail",-1
"2,50 no pão na chapa?",-1
"O melhor Sukiya na minha opinião. Você é atendido na mesa, comida sempre deliciosa. O problema é a educação dos funcionários, que não tem.",1
O banheiro é muito sujo.,-1
"Invariavelmente o arroz vem queimado e o atendimento é péssimo, mesmo para o contexto de fast food.",-1
Wan ton frito! é a melhor entrada! Tudo é mto bom! De Domingo costuma ficar cheio e ter mta fila.,1
"Um dos poucos lugares em SP em que o preço não foi pra lua, e a comida continua muito boa. Vale a pena pegar a longa fila de espera, que infelizmente aumentou.",1
"Para quem insiste ou insinua  em dizer que fica ao lado de petshop!!! Vai a Dica : ...em 1982 quando foi inaugurado TonHoi, o ""vizinho"" era um escritório.",0
"To cansada de dar com a cara na porta. Nas últimas 10 vezes que fui até lá, estava fechado. Ora por reforma por feriado,  férias coletivas,  não abre mais no domingo a noite....e horários limitados.",-1
"Local limpo e bastante requintado, mas não espere porções generosas....o horário de funcionamento restrito e os preços praticados são frutos das ótimas recomendações pela imprensa especializada",1
"Tudo muito bom, pena que não abrirão mais aos domingos a partir de outubro 2013",1
"Cervejas especiais. Chopp ipa. E tem um food truck diferente por dia, confira a programação antes! Mas os nachos São doritos :(",0
A maior fila pra comprar sorvete do mundo!!!!!,-1
"Não fique embaçando na fila tentando experimentar todos os sabores! A fila fica quilométrica por sua causa! Escolhe o sabor e pronto, qualquer um é gostoso.",0
Acho esse negócio de falar o nome ridículo! Uma intimidade forçada numa sociedade que sequer consegue olhar o outro. Por isso cada hora invento um nome pra falar,0
Povinho mal educado demais para nos atender!,-1
Awsome!! Os frappuccinos sao demais! Só os copos e canecas que deveriam ser mais em conta...,0
"Gosto muito desse Coffee Shop que eu conheci qndo morei nos EUA! Pra mim o melhor coffe shop, pela qualidade e capricho na escolha dos ingredientes. Pra ser perfeito só falta ser 24h!",0
Atendimento lixo!,-1
Difinitivamente eles não sabem fazer café. Mas sim bebidas c/ gosto d café,-1
"A comida é ok, mas nada de outro mundo. Atendimento lento. Caro para o que oferece.",0
"Atendimento dos 2 gerentes ""seniors"" deixa a desejar. Mal-encarados, nada simpáticos. Comida boa.",0
"Comida absolutamente sensacional. Agora, prepare-se pra gastar sem do. E nao aceita Mastercard. Chorei.",0
"Atendimento otimo! Os pratos sao matavilhosos, vale o preco. A sobremesa eh uma perdicao a parte. Mas eh bom vim acompanhante q goste de todas as opcoes de frutos do mar.",0
Não vale o custo benefício. Entrada Lula com cogumelos boa. Peixe somente bom. Sobremesas muito pequenas. Serviço atencioso. Somente bom e custo elevado,-1
"A comida estava ótima (a foto é do prato do pescador, ou algo do tipo), mas o lugar é meeeeeeeega formal/tradicional. Público predominante: senhores 55+ anos.",0
"Rodízio é bem meia boca. Dessa vez tbm me decepcionei com os garçons, trocando pedidos e demorando uma eternidade.",-1
"Cheguei e estava fechando, e só aceitava dinheiro. Me esperaram sacar. Valeu a pena: as burekas são maravilhosas! Experimente a de batata e a de queijo búlgaro! A doce, menor, não fica atrás",0
As melhores burekas que eu já comi. Experimente a de batata - mais tradicional de todas- e a de carne com berinjela. O único ponto negativo é que só pode pagar em dinheiro.,0
Burekas sensacionais. De qualquer sabor. Adorei!!! Não Aceita cartão mas os preços são bons.,0
"ótima comida, mas estão na idade da pedra...nestes tempos em que assaltam até cego, andar com dinheiro para fazer um lanche  é no minimo estupidez",0
"A melhor Bureka de São Paulo. Vá com dinheiro, eles não aceitam nenhum tipo de cartão de crédito o débito, nem mesmo vale refeição.",0
"Burekas muito boas, a de batata é um pouco enjoativa. Ponto negativo: Não aceita cartão.",0
"Não achei tão boa a bureka quanto falaram e também achei que podia ser maiorzinho pelo preço, quase 5 reais!",-1
"Delicioso, mas é péssimo o fato de não aceitarem cartões de debito ou credito. Soa antipático...",0
"Se estiver lotado, tem o Pode Ser, vulgo Apple Bee's",0
"dia tem fila para entrar. Portanto, prepare-se! Para valer a espera, aconselho um Cinnamon Oblivion de sobremesa. É um sorvete de creme envolto com castanhas caramelizadas e croutons de canela caramel",0
"Muito cheio. O problema que é infestado por pessoal de empresas. Isso significa mesas imensas, barulhentas e que demoram para sair, atrapalhando os outros.",-1
"Cebolas, chás, carnes, batatas, cerveja. Tudo é gostoso... Mas chegue cedo porque também é requisitado.",1
"Esse Outback é grande, agradável e um dos meus prediletos. As vezes, a fila de espera fica incrivelmente grande e o jeito eh tentar achar lugar na area do bar.",1
Não compensa esperar mesa. As mesinhas altas são ótimas,0
Atendimento decaiu muito de um tempo pra cá. Tenho quase que levantar e ficar balançando os braços pra ser atendida.,-1
"Se quiser ser bem atendido não sente na varanda, garçom esquece d vc! Rodizio d founde do cupom estava bom, porém escasso, no doce apenas 26 pedacinhos d fruta, 13 p cada :p. Bom p quem está d regime!",-1
"Sentar na varanda pra desfrutar um ótimo fondue! Local muito bacana, bom atendimento. Mas confira a conta antes de entregar o cartão: na minha ""apareceu"" uma heineken e eu nem bebo!",1
Excelente opção de Buffet! Ar condicionado perfeito para estes dias quentes! Os garçons que atendem par bebidas são muito lentos! Boa comida!,1
"Fondue de queijo médio, fondue de chocolate médio. Acho que pra um restaurante tão bem localizado deveria ter mais qualidade num prato como esse.",-1
"Local simples, comida de razoável a boa. Demora na entrega das bebidas. Mesa de sobremesas muito boa. No geral recomendável.",1
"Nao sei se não foram com minha cara e do meu namorado, mas fizeram um atendimento que deixou a desejar. Nao volto mais sem sombra de dúvidas!",-1
Bastante desatualizado as dicas. Fondue já não tem fãz anos. E caro e vazio pela noite. Dentro de hotel.,-1
Cuidado com o preço da jarra de suco de laranja.,-1
"Meio caro, mas é de boa qualidade",0
Não sente na varanda.. O garçom esquece de vc....,-1
Horrivrl! Passei mal 3 dias depois de comer o bife a parmegiana :(,-1
"Terceira unidade da Marca e mesma excelente qualidade. Tortas e quiches de massa leve e recheios saborosos e criativos. Ótimo menu executivo a R$ 27,50.",1
"As tortas são muito boas, mas o pedaço que vem no executivo é bem pequeno, pra quem tem pouca fome. A salada também é gostosa, mas é ultra hiper salgada. Fiquei com sede a tarde toda.",0
"Almoço executivo: torta ou quiche (3 opções por dia) + salada 1 por R$23,50. Quiche de cogumelos muito gostosa, mas massa mole. Pão de queijo ruim. Torta de caramelo e flor de sal inexplicável de boa.",-1
"Não só de recheio vive uma torta. Torta boa, tem massa boa... E a da A Torteria é excelente. Experimente qualquer uma  ;-)",1
O atendimento ainda está muito confuso. As tortas são boas e a granola salgada que vem na salada é uma delícia. Mas previam resolver urgentemente a questão do atendimento.,1
Uma feliz surpresa. Provei a torta de cogumelos com salada simples e gostei de tudo! A granola salgada que vai na salada é fantástica!,1
As tortas salgadas são um escândalo de boas. Recomendo A de calabresa com queijo! O atendimento é muito gentil.,1
As tortas salgadas são divinas! A doce de amêndoas e limão siciliano é de partir o coração de tão boa :D,1
"Quiche de queijos com alho poró estava boa porém morna. Atendimento confuso, não há supervisão nem procedimento adequado para atender balcão, entrega e mesa.",-1
"Atendimento ótimo, ambiente agradável e torta deliciosa (palmito pupunha, queijo cremoso azeitonas)",1
"Tortas boas, ambiente legal e atendimento bom. Preços caros por ser tortas...",1
O cookie de chocolate meio amargo aquecido é um dos melhores que já provei,1
Torta de bacalhau maravilhosa com saladona (opção 2) por 27 reais no almoço. E serviço muito gentil!,1
"Torta de frango, de camarão ou de chocolate, caramelo e flor de sal.",1
Tortas com cogumelo ou alho poró  são de lamber o garfo.,1
As tortas e as saladas são uma delicia,1
"Torta de chocolate com flor de sal, certeza!",1
Torta de carne. Affff,-1
tudo tão gostoso,1
"Pequeno, super agradável com ótimos lanches e bom atendimento.",1
Simplesmente o tempo de espera eh ridiculo. Ja eh a segunda vez que ficamos horas aguardando a pizza chegar.,-1
Atendimento pessimo e pizza demora mais de 1 hora e meia.,-1
O rodízio as quartas é muito bom,1
